小区名,地址,建造年限
水电设计院,延安路,3室2厅 | 114.27平米 | 东南 | 精装 | 低楼层(共8层)  | 平房
万科金润华府二期,川东北金融中心,3室2厅 | 87平米 | 东南 | 精装 | 高楼层(共30层)  | 板塔结合
龙吟锦城,延安路,2室2厅 | 69平米 | 东南 | 简装 | 中楼层(共17层)  | 塔楼
金鱼岭正街179号,延安路,2室2厅 | 84平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据
北岭颐园东区,华凤,3室2厅 | 103平米 | 南 | 毛坯 | 中楼层(共18层)  | 塔楼
西河南路120号,西门市场,3室2厅 | 88平米 | 东南 | 精装 | 中楼层(共7层)  | 板塔结合
佳美小区,延安路,3室2厅 | 147.8平米 | 东南 | 简装 | 低楼层(共9层)  | 板楼
泰合尚渡,延安路,3室2厅 | 125平米 | 西南 | 毛坯 | 高楼层(共33层)  | 塔楼
铁明路10号,火车站,3室2厅 | 105平米 | 南 | 精装 | 中楼层(共8层)  | 板塔结合
恒河外滩金融街,南门坝,3室2厅 | 112平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼
金科集美天宸,清泉坝,3室2厅 | 105平米 | 西北 | 毛坯 | 中楼层(共30层)  | 塔楼
格兰星河湾,南门坝,3室1厅 | 103.7平米 | 东南 | 毛坯 | 高楼层(共6层)  | 平房
西蜀嘉園,市政新区,3室2厅 | 119.4平米 | 东南 | 毛坯 | 中楼层(共27层)  | 塔楼
恒河外滩金融街,南门坝,4室2厅 | 165平米 | 南 | 简装 | 高楼层(共37层)  | 塔楼
中梁华府,清泉坝,4室2厅 | 128.11平米 | 东南 | 毛坯 | 中楼层(共32层)  | 塔楼
九曲巷,火车站,2室2厅 | 96.09平米 | 东南 | 其他 | 低楼层(共7层)  | 板楼
钰岭锦城,顺庆周边,3室2厅 | 104平米 | 东南 | 毛坯 | 中楼层(共20层)  | 塔楼
金龙小区,南充北站,3室2厅 | 97.76平米 | 东南 | 其他 | 低楼层(共3层)  | 暂无数据
石油新城西区,市政新区,3室2厅 | 115.88平米 | 南 | 精装 | 低楼层(共11层)  | 暂无数据
绿地城上海滩花园一区,南充北站,3室2厅 | 91平米 | 西北 | 其他 | 低楼层(共26层)  | 板塔结合
锦绣华庭,华凤,3室2厅 | 89.2平米 | 南 | 精装 | 高楼层(共30层)  | 塔楼
明宇?帝壹家东区,南门坝,4室2厅 | 147平米 | 东 | 精装 | 中楼层(共8层)  | 暂无数据
格兰星河湾,南门坝,4室2厅 | 160平米 | 东南 | 毛坯 | 高楼层(共5层)  | 塔楼
明宇?帝壹家东区,南门坝,3室2厅 | 105平米 | 东 | 精装 | 高楼层(共32层)  | 塔楼
万科金润华府二期,川东北金融中心,3室2厅 | 86平米 | 西南 | 精装 | 低楼层(共29层)  | 塔楼
枫林嘉洲,南门坝,3室2厅 | 117平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据
卡布基诺,南门坝,3室2厅 | 122.82平米 | 东南 | 精装 | 中楼层(共30层)  | 塔楼
雍景上河城一区,川东北金融中心,3室2厅 | 97平米 | 西北 | 毛坯 | 高楼层(共16层)  | 暂无数据
汇金国际,白土坝,3室1厅 | 120.4平米 | 西南 西 | 毛坯 | 低楼层(共29层)  | 塔楼
和锦名苑,市政新区,3室2厅 | 107平米 | 北 | 毛坯 | 中楼层(共33层)  | 塔楼
恒河·常春藤大院,市政新区,3室2厅 | 114平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合
恒河·常春藤大院,市政新区,3室2厅 | 97平米 | 东南 | 简装 | 低楼层(共34层)  | 塔楼
明宇?帝壹家东区,南门坝,4室2厅 | 136平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合
虹桥水岸,西山风景区,3室2厅 | 119平米 | 西南 | 简装 | 中楼层(共7层)  | 板楼
春风·玫瑰园,市政新区,4室2厅 | 128平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼
滨江名城,南门坝,3室1厅 | 133平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼
丝绸路251号院,西山风景区,4室2厅 | 167.62平米 | 东南 | 毛坯 | 中楼层(共8层)  | 暂无数据
金科集美天宸,清泉坝,3室2厅 | 89平米 | 南 | 毛坯 | 低楼层(共31层)  | 塔楼
世纪西华家园,白土坝,4室2厅 | 148.69平米 | 南 | 毛坯 | 中楼层(共24层)  | 塔楼
明宇?帝壹家东区,南门坝,3室2厅 | 126平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据
枫林嘉洲,南门坝,3室2厅 | 117平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据
万科金润华府二期,川东北金融中心,3室2厅 | 86平米 | 西南 | 精装 | 低楼层(共29层)  | 塔楼
金龙小区,南充北站,3室2厅 | 97.76平米 | 东南 | 其他 | 低楼层(共3层)  | 暂无数据
钰岭锦城,顺庆周边,3室2厅 | 104平米 | 东南 | 毛坯 | 中楼层(共20层)  | 塔楼
格兰星河湾,南门坝,3室2厅 | 135平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据
延安路465号,延安路,3室2厅 | 93.9平米 | 东 | 简装 | 高楼层(共7层)  | 板楼
云岭花园,南充北站,3室2厅 | 89平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据
港航监督处宿舍,北湖公园,3室2厅 | 97.8平米 | 西南 | 简装 | 高楼层(共7层)  | 板楼
西河北路132号,北湖公园,3室2厅 | 132.29平米 | 西 | 简装 | 低楼层(共9层)  | 暂无数据
万里小区,南充北站,3室2厅 | 100平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据
金为铂鹭风华,市政新区,3室2厅 | 94平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 塔楼
中梁华府,清泉坝,4室2厅 | 115平米 | 东南 | 毛坯 | 低楼层(共33层)  | 塔楼
世纪天骄,华凤,2室1厅 | 80.5平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据
汇金国际,白土坝,4室1厅 | 128平米 | 东南 | 毛坯 | 低楼层(共29层)  | 塔楼
益鑫小区,滨江大道,3室2厅 | 83.7平米 | 南 | 精装 | 低楼层(共7层)  | 板楼
碧桂园原树缇香,市政新区,2室2厅 | 107平米 | 东南 | 精装 | 低楼层(共26层)  | 暂无数据
月亮湾小区,西门市场,4室2厅 | 151.5平米 | 南 | 精装 | 低楼层(共2层)  | 暂无数据
南充花园,金泉路,2室2厅 | 89平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼
果城路区政府院,人民花园,3室2厅 | 107平米 | 南 北 | 其他 | 高楼层(共9层)  | 板楼
平城街60号,人民花园,3室2厅 | 118平米 | 东南 | 简装 | 中楼层(共10层)  | 平房
金鸿城·归谷,市政新区,3室2厅 | 105.66平米 | 南 | 毛坯 | 中楼层(共11层)  | 塔楼
长生巷127号附4号,滨江大道,3室1厅 | 80平米 | 东 | 简装 | 高楼层(共8层)  | 板楼
文华巷47号,未知商圈,3室2厅 | 94.68平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据
宇华公寓,火车站,3室1厅 | 120.05平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合
佳家绿城,延安路,3室1厅 | 110平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据
米兰阳光,市政新区,3室2厅 | 90.64平米 | 东 | 精装 | 低楼层(共6层)  | 板楼
中南尚景阅,清泉坝,0室1厅 | 141.75平米 | 东南 | 毛坯 | 上叠(共2层)  | 暂无数据 | 叠拼别墅
龙桥金岸,未知商圈,3室2厅 | 106.25平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据
马电花园,市政新区,3室2厅 | 94平米 | 东南 | 精装 | 低楼层(共6层)  | 板塔结合
蓝光COCO香江2期,清泉坝,3室2厅 | 71.4平米 | 东南 | 精装 | 高楼层(共25层)  | 塔楼
蓝光COCO香江2期,清泉坝,3室2厅 | 71.4平米 | 东南 | 精装 | 高楼层(共25层)  | 塔楼
龙桥金岸,未知商圈,3室2厅 | 106.25平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据
马电花园,市政新区,3室2厅 | 94平米 | 东南 | 精装 | 低楼层(共6层)  | 板塔结合
宇华公寓,火车站,3室1厅 | 120.05平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合
恒大中航城二期,清泉坝,3室2厅 | 95平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板塔结合
铁投锦华府,市政新区,3室2厅 | 97.41平米 | 南 | 毛坯 | 高楼层(共25层)  | 暂无数据
赛场街96号,北湖公园,3室2厅 | 132.7平米 | 东南 | 简装 | 高楼层(共9层)  | 暂无数据
佳家绿城,延安路,3室1厅 | 110平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据
金科集美天宸,清泉坝,3室2厅 | 98.85平米 | 南 | 毛坯 | 低楼层(共30层)  | 塔楼
滨江天地,市政新区,3室2厅 | 109平米 | 东南 东北 | 毛坯 | 中楼层(共30层)  | 板塔结合
佳兆业君汇上品,白土坝,3室2厅 | 107.07平米 | 东 | 精装 | 高楼层(共33层)  | 塔楼
古井春天,延安路,3室2厅 | 91.4平米 | 东北 | 毛坯 | 高楼层(共7层)  | 塔楼
都市水乡,西山风景区,3室1厅 | 147平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据
佳兆业君临,白土坝,3室2厅 | 81平米 | 南 | 简装 | 中楼层(共21层)  | 塔楼
滨江天地,市政新区,3室1厅 | 88平米 | 东南 | 毛坯 | 低楼层(共28层)  | 暂无数据
滨江天地,市政新区,3室1厅 | 89.9平米 | 东 | 其他 | 中楼层(共28层)  | 塔楼
蓝光COCO香江一期二区,清泉坝,3室2厅 | 71平米 | 南 | 毛坯 | 高楼层(共21层)  | 塔楼
鸿通·南充院子,华凤,3室2厅 | 97平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼
中南尚景阅,清泉坝,3室2厅 | 108平米 | 东南 | 毛坯 | 高楼层(共26层)  | 板塔结合
蓝光COCO香江一期一区,清泉坝,3室2厅 | 54.8平米 | 南 | 精装 | 低楼层(共24层)  | 塔楼
佳兆业君汇上品,白土坝,4室2厅 | 108平米 | 西 | 毛坯 | 中楼层(共32层)  | 塔楼
天府明珠,市政新区,3室1厅 | 129.01平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合
铁投锦华府,市政新区,3室2厅 | 109平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据
江与城,市政新区,3室2厅 | 105平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼
铁投锦华府,市政新区,3室2厅 | 108平米 | 东南 南 | 毛坯 | 中楼层(共11层)  | 暂无数据
中南尚景阅,清泉坝,3室2厅 | 108平米 | 东南 | 毛坯 | 低楼层(共26层)  | 板塔结合
中南·世纪城,清泉坝,3室1厅 | 108.75平米 | 东南 | 毛坯 | 低楼层(共6层)  | 板楼
铁投锦华府,市政新区,3室2厅 | 88平米 | 东南 | 精装 | 高楼层(共26层)  | 暂无数据
北岭颐园东区,华凤,3室2厅 | 120平米 | 南 | 简装 | 高楼层(共23层)  | 塔楼
恒河·常春藤大院,市政新区,3室2厅 | 93.3平米 | 东 | 精装 | 中楼层(共34层)  | 塔楼
鸿通·南充院子,华凤,3室2厅 | 90.77平米 | 东南 | 精装 | 低楼层(共26层)  | 塔楼
西蜀嘉園,市政新区,3室2厅 | 120平米 | 东 | 毛坯 | 中楼层(共26层)  | 塔楼
中南·世纪城,清泉坝,3室2厅 | 138.31平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼
中南·世纪城,清泉坝,3室2厅 | 138.29平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板楼
碧桂园原树缇香,市政新区,3室2厅 | 96平米 | 南 | 精装 | 中楼层(共25层)  | 暂无数据
南充一中教师公寓,华凤,3室2厅 | 115平米 | 东南 | 毛坯 | 中楼层(共7层)  | 板塔结合
中南·世纪城,清泉坝,4室3厅 | 88.8平米 | 南 | 精装 | 高楼层(共26层)  | 塔楼
北岭颐园北区,华凤,4室2厅 | 156.44平米 | 东南 | 毛坯 | 高楼层(共6层)  | 塔楼
清泉小区东区,市政新区,4室2厅 | 184平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据
北岭颐园东区,华凤,3室2厅 | 120平米 | 南 | 简装 | 低楼层(共7层)  | 板塔结合
西门坝街249号,金泉路,3室1厅 | 71.9平米 | 东南 | 其他 | 高楼层(共7层)  | 板楼
江与城,市政新区,3室2厅 | 114.68平米 | 西南 南 | 毛坯 | 高楼层(共19层)  | 塔楼
佳兆业君汇上品,白土坝,3室2厅 | 108平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼
米兰阳光,市政新区,3室2厅 | 100.07平米 | 南 | 精装 | 高楼层(共6层)  | 板楼
和韵名都,市政新区,3室1厅 | 103.28平米 | 东南 | 毛坯 | 低楼层(共24层)  | 塔楼
铁投锦华府,市政新区,4室2厅 | 135平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 暂无数据
佳兆业君临,白土坝,3室1厅 | 84.2平米 | 南 | 精装 | 低楼层(共25层)  | 塔楼
中南尚座,市政新区,4室2厅 | 107平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合
成衣街8号,滨江大道,3室1厅 | 75.09平米 | 东 | 简装 | 高楼层(共9层)  | 板楼
金色愿景·东苑,市政新区,3室2厅 | 95.32平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼
睿景湾,市政新区,3室2厅 | 99.14平米 | 南 | 毛坯 | 中楼层(共6层)  | 暂无数据
雍锦半岛,清泉坝,3室2厅 | 103.3平米 | 南 | 毛坯 | 高楼层(共31层)  | 暂无数据
铁投锦华府,市政新区,3室2厅 | 99.43平米 | 西 | 毛坯 | 中楼层(共26层)  | 板塔结合
中南·世纪城,清泉坝,3室2厅 | 73平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼
铁投锦华府,市政新区,4室2厅 | 124.89平米 | 东南 | 毛坯 | 中楼层(共11层)  | 暂无数据
铁投锦华府,市政新区,3室2厅 | 102平米 | 西 | 毛坯 | 中楼层(共24层)  | 塔楼
金科集美天宸,清泉坝,3室2厅 | 103平米 | 东南 | 毛坯 | 高楼层(共31层)  | 塔楼
内小北街140号,滨江大道,3室2厅 | 84平米 | 东南 | 简装 | 高楼层(共8层)  | 板楼
頤和嘉園,市政新区,4室1厅 | 181.96平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼
城市花园,市政新区,3室1厅 | 103平米 | 东北 | 精装 | 中楼层(共6层)  | 塔楼
城市之山,白土坝,3室2厅 | 95平米 | 西北 | 简装 | 高楼层(共6层)  | 板楼
北岭颐园,华凤,3室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共6层)  | 塔楼
诚信龙凤苑,白土坝,2室2厅 | 85平米 | 东南 南 | 其他 | 中楼层(共6层)  | 暂无数据
佳兆业君汇上品,白土坝,3室2厅 | 108平米 | 南 | 毛坯 | 高楼层(共32层)  | 塔楼
铁投锦华府,市政新区,4室2厅 | 123.4平米 | 东北 | 毛坯 | 低楼层(共25层)  | 塔楼
蓝光COCO香江一期二区,清泉坝,3室2厅 | 74平米 | 南 | 精装 | 低楼层(共24层)  | 塔楼
蓝光COCO香江一期三区,清泉坝,3室1厅 | 72平米 | 东南 | 精装 | 中楼层(共28层)  | 塔楼
中南尚景阅,清泉坝,3室2厅 | 108平米 | 东南 | 毛坯 | 低楼层(共26层)  | 板塔结合
铁投锦华府,市政新区,3室2厅 | 109平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据
中南·世纪城,清泉坝,3室1厅 | 108.75平米 | 东南 | 毛坯 | 低楼层(共6层)  | 板楼
蓝光COCO香江一期一区,清泉坝,3室2厅 | 54.8平米 | 南 | 精装 | 低楼层(共24层)  | 塔楼
佳兆业君汇上品,白土坝,4室2厅 | 108平米 | 西 | 毛坯 | 中楼层(共32层)  | 塔楼
天府明珠,市政新区,3室1厅 | 129.01平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合
江与城,市政新区,3室2厅 | 105平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼
铁投锦华府,市政新区,3室2厅 | 108平米 | 东南 南 | 毛坯 | 中楼层(共11层)  | 暂无数据
铁投锦华府,市政新区,3室2厅 | 88平米 | 东南 | 精装 | 高楼层(共26层)  | 暂无数据
北岭颐园东区,华凤,3室2厅 | 120平米 | 南 | 简装 | 高楼层(共23层)  | 塔楼
鸿通·南充院子,华凤,3室2厅 | 97平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼
中南·世纪城,清泉坝,4室3厅 | 88.8平米 | 南 | 精装 | 高楼层(共26层)  | 塔楼
中南尚景阅,清泉坝,3室2厅 | 108平米 | 东南 | 毛坯 | 高楼层(共26层)  | 板塔结合
蓝光COCO香江一期二区,清泉坝,3室2厅 | 71平米 | 南 | 毛坯 | 高楼层(共21层)  | 塔楼
南充一中教师公寓,华凤,3室2厅 | 115平米 | 东南 | 毛坯 | 中楼层(共7层)  | 板塔结合
鸿通·南充院子,华凤,3室2厅 | 90.77平米 | 东南 | 精装 | 低楼层(共26层)  | 塔楼
恒河·常春藤大院,市政新区,3室2厅 | 93.3平米 | 东 | 精装 | 中楼层(共34层)  | 塔楼
江与城,市政新区,3室2厅 | 114.68平米 | 西南 南 | 毛坯 | 高楼层(共19层)  | 塔楼
中南·世纪城,清泉坝,3室2厅 | 138.31平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼
中南·世纪城,清泉坝,3室2厅 | 138.29平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板楼
碧桂园原树缇香,市政新区,3室2厅 | 96平米 | 南 | 精装 | 中楼层(共25层)  | 暂无数据
西蜀嘉園,市政新区,3室2厅 | 120平米 | 东 | 毛坯 | 中楼层(共26层)  | 塔楼
米兰阳光,市政新区,3室2厅 | 100.07平米 | 南 | 精装 | 高楼层(共6层)  | 板楼
铁投锦华府,市政新区,3室2厅 | 100平米 | 东南 | 毛坯 | 高楼层(共24层)  | 塔楼
铁投锦华府,市政新区,3室2厅 | 88平米 | 东南 | 毛坯 | 高楼层(共24层)  | 塔楼
蓝光COCO香江一期一区,清泉坝,3室2厅 | 69.04平米 | 东北 | 精装 | 高楼层(共33层)  | 塔楼
模范街167号,滨江大道,3室2厅 | 73平米 | 东南 | 精装 | 高楼层(共6层)  | 平房
金麟小区,金泉路,3室2厅 | 91平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼
南房新村,西门市场,2室2厅 | 79平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼
领地蘭台府,市政新区,3室2厅 | 94平米 | 东南 | 毛坯 | 低楼层(共11层)  | 暂无数据
天地山水,西山风景区,3室2厅 | 102.06平米 | 东南 | 简装 | 高楼层(共6层)  | 板塔结合
中梁华府,清泉坝,4室2厅 | 150.16平米 | 东南 | 毛坯 | 下叠(共7层)  | 暂无数据 | 叠拼别墅
春风·玫瑰园,市政新区,3室2厅 | 120平米 | 南 | 简装 | 中楼层(共11层)  | 塔楼
龙川半岛,西山风景区,3室2厅 | 114.02平米 | 东南 | 精装 | 低楼层(共19层)  | 塔楼
塞维利亚,市政新区,4室2厅 | 132平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合
蓝光·香江国际,南门坝,2室2厅 | 76平米 | 东南 | 精装 | 低楼层(共34层)  | 塔楼
育英路教育局宿舍,北湖公园,3室1厅 | 85.6平米 | 东南 | 简装 | 低楼层(共9层)  | 暂无数据
城市之心,五星花园,3室2厅 | 129.7平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合
锦上花苑,市政新区,3室2厅 | 122.7平米 | 南 | 毛坯 | 中楼层(共6层)  | 塔楼
上层·上品,延安路,3室2厅 | 93平米 | 东 | 简装 | 高楼层(共28层)  | 塔楼
雍锦半岛,清泉坝,3室2厅 | 103平米 | 东南 | 毛坯 | 高楼层(共31层)  | 暂无数据
汇金国际,白土坝,3室2厅 | 117平米 | 东南 南 | 毛坯 | 高楼层(共26层)  | 塔楼
滨江天地,市政新区,3室2厅 | 101平米 | 东 | 毛坯 | 高楼层(共28层)  | 塔楼
龙吟水郡,延安路,3室2厅 | 136平米 | 南 | 精装 | 中楼层(共6层)  | 板楼
恒河·常春藤大院,市政新区,3室2厅 | 110.53平米 | 西南 | 精装 | 低楼层(共34层)  | 塔楼
中南·世纪城,清泉坝,3室1厅 | 99.17平米 | 南 | 精装 | 低楼层(共26层)  | 塔楼
正阳路14号,延安路,3室2厅 | 93平米 | 南 | 简装 | 高楼层(共6层)  | 板楼
新世纪购物广场,五星花园,3室1厅 | 82平米 | 东南 | 精装 | 中楼层(共28层)  | 塔楼
雍锦半岛,清泉坝,4室2厅 | 117.41平米 | 东南 | 毛坯 | 高楼层(共31层)  | 暂无数据
泰合尚渡,延安路,3室2厅 | 126.23平米 | 东南 | 毛坯 | 中楼层(共33层)  | 塔楼
龙吟水郡,延安路,3室2厅 | 105平米 | 东南 | 精装 | 中楼层(共6层)  | 板楼
绿地城上海滩花园二区,南充北站,3室2厅 | 95平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合
滨江天地,市政新区,3室2厅 | 90平米 | 南 | 毛坯 | 高楼层(共28层)  | 暂无数据
仪凤街245号,五星花园,2室2厅 | 81.02平米 | 东南 | 其他 | 高楼层(共7层)  | 暂无数据
胜利路69号,延安路,4室2厅 | 135.5平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据
大北街172,五星花园,3室2厅 | 93.06平米 | 南 | 简装 | 高楼层(共10层)  | 板楼
延安巷257号,延安路,3室2厅 | 78平米 | 东南 | 其他 | 中楼层(共8层)  | 暂无数据
滨江天地,市政新区,3室2厅 | 90平米 | 南 | 毛坯 | 高楼层(共28层)  | 暂无数据
铁投锦华府,市政新区,3室2厅 | 88平米 | 东南 | 毛坯 | 低楼层(共26层)  | 暂无数据
锦绣花园,延安路,3室2厅 | 137平米 | 东南 | 精装 | 中楼层(共8层)  | 暂无数据
春天花城,南充北站,3室2厅 | 78平米 | 东 | 毛坯 | 中楼层(共14层)  | 板塔结合
情谊文化居,延安路,3室2厅 | 120平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据
延安路565号,延安路,2室2厅 | 62平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据
汇金国际,白土坝,3室2厅 | 118平米 | 南 | 毛坯 | 高楼层(共29层)  | 塔楼
香榭春天南区,延安路,3室2厅 | 131平米 | 东南 | 精装 | 低楼层(共6层)  | 板楼
彩龙巷75号,西门市场,3室2厅 | 80平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据
弋家塘街,南充北站,3室2厅 | 90平米 | 东南 | 简装 | 低楼层(共2层)  | 暂无数据
金绩街126号,金泉路,2室1厅 | 78.5平米 | 东南 | 简装 | 中楼层(共9层)  | 板楼
城市之心,五星花园,3室2厅 | 129.7平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合
蓝光·香江国际,南门坝,2室2厅 | 76平米 | 东南 | 精装 | 低楼层(共34层)  | 塔楼
育英路教育局宿舍,北湖公园,3室1厅 | 85.6平米 | 东南 | 简装 | 低楼层(共9层)  | 暂无数据
米兰阳光,市政新区,3室2厅 | 89.8平米 | 东 | 简装 | 中楼层(共17层)  | 塔楼
汇金国际,白土坝,3室2厅 | 117平米 | 东南 南 | 毛坯 | 高楼层(共26层)  | 塔楼
上层·上品,延安路,3室2厅 | 93平米 | 东 | 简装 | 高楼层(共28层)  | 塔楼
滨江天地,市政新区,3室2厅 | 101平米 | 东 | 毛坯 | 高楼层(共28层)  | 塔楼
龙吟水郡,延安路,3室2厅 | 136平米 | 南 | 精装 | 中楼层(共6层)  | 板楼
雍锦半岛,清泉坝,3室2厅 | 103平米 | 东南 | 毛坯 | 高楼层(共31层)  | 暂无数据
锦上花苑,市政新区,3室2厅 | 122.7平米 | 南 | 毛坯 | 中楼层(共6层)  | 塔楼
舞凤文化小区,延安路,3室2厅 | 101平米 | 东南 | 简装 | 高楼层(共8层)  | 平房
滨江天地,市政新区,3室2厅 | 108平米 | 东 | 毛坯 | 中楼层(共30层)  | 板塔结合
云岭花园,南充北站,3室2厅 | 101平米 | 西 | 毛坯 | 中楼层(共7层)  | 暂无数据
博雅豪庭,华凤,3室1厅 | 107.03平米 | 东南 | 毛坯 | 中楼层(共15层)  | 塔楼
滨江首座,延安路,2室2厅 | 86平米 | 东 东南 | 简装 | 中楼层(共32层)  | 塔楼
富民街29号,五星花园,2室2厅 | 80.8平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据
爱心小区,南充北站,3室2厅 | 106平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据
新世纪购物广场,五星花园,4室2厅 | 126平米 | 东 | 精装 | 低楼层(共31层)  | 塔楼
龙吟水郡,延安路,3室2厅 | 124平米 | 东南 | 精装 | 低楼层(共7层)  | 板楼
辉宇都市泊岸,南充北站,5室3厅 | 157.84平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼
龙吟·华城,延安路,4室2厅 | 138平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据
南房新村,西门市场,3室2厅 | 79.56平米 | 西南 | 精装 | 中楼层(共8层)  | 板楼
春天花城,南充北站,3室2厅 | 94平米 | 东南 | 毛坯 | 高楼层(共11层)  | 板塔结合
泰合青年城一区,延安路,3室2厅 | 125.86平米 | 东南 | 毛坯 | 中楼层(共31层)  | 塔楼
龙吟·华城,延安路,3室2厅 | 90平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据
金鸿城,市政新区,3室1厅 | 96平米 | 南 | 简装 | 低楼层(共18层)  | 暂无数据
绿地城上海滩花园一区,南充北站,3室1厅 | 106平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板塔结合
睿景湾,市政新区,3室2厅 | 112.2平米 | 南 东南 | 精装 | 高楼层(共11层)  | 暂无数据
金泉巷34号,金泉路,3室2厅 | 96平米 | 南 | 简装 | 中楼层(共8层)  | 板楼
金鱼岭花园,延安路,2室2厅 | 80平米 | 东南 | 简装 | 中楼层(共9层)  | 板楼
米兰阳光,市政新区,3室2厅 | 89.8平米 | 东 | 简装 | 中楼层(共17层)  | 塔楼
龙吟水郡,延安路,3室2厅 | 123.9平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼
浅水湾,南充北站,3室2厅 | 102平米 | 东南 南 | 简装 | 高楼层(共7层)  | 暂无数据
海润滨江,延安路,3室1厅 | 87平米 | 东南 | 精装 | 高楼层(共18层)  | 塔楼
滨江首座,延安路,3室2厅 | 98平米 | 东南 | 精装 | 低楼层(共32层)  | 塔楼
中梁华府,清泉坝,4室2厅 | 128平米 | 南 | 毛坯 | 高楼层(共32层)  | 塔楼
绿地城上海滩花园二区,南充北站,3室2厅 | 91平米 | 东南 | 其他 | 中楼层(共33层)  | 板塔结合
蓝光·香江国际,南门坝,3室2厅 | 87平米 | 东南 | 简装 | 中楼层(共18层)  | 塔楼
柳林路80号小区,西门市场,3室2厅 | 128.76平米 | 东南 | 精装 | 中楼层(共8层)  | 板楼
宏順花園,西山风景区,3室2厅 | 140平米 | 东 | 简装 | 高楼层(共7层)  | 暂无数据
蓝光·香江国际,南门坝,3室2厅 | 115平米 | 东 | 精装 | 中楼层(共34层)  | 塔楼
雍锦半岛,清泉坝,3室2厅 | 104平米 | 西南 | 毛坯 | 中楼层(共31层)  | 板塔结合
恒河外滩金融街,南门坝,3室2厅 | 122平米 | 东南 | 毛坯 | 中楼层(共28层)  | 塔楼
明宇?帝壹家东区,南门坝,4室1厅 | 136平米 | 东 | 毛坯 | 高楼层(共32层)  | 塔楼
明宇·帝壹家西区,南门坝,3室1厅 | 125平米 | 西南 | 精装 | 低楼层(共6层)  | 板楼
