小区名,地址,楼层高度,建造年限
恒策幸福里,高坪天来江东中路七段,,南北
天来豪庭,高坪天来江东中路七段87号,,东南
时代锦城(新房),高坪江东新区小龙街道民德路80号,,南
江都华宸东苑,高坪天来望江路,,南北
河东福园,高坪金融广场河东街,,南北
华诺国际(三区),高坪王府井马官街70号,,南北
东方夏威夷(高坪),高坪金融广场钻石街67号,,东南
东南明珠,高坪和平桥桂清路,,南北
鸿升凯旋天地(新房),高坪天来物流大道林海北路交汇处,,南
阳光云景台,高坪江东新区江东大道八段,,南
紫御荣庭一期,高坪安汉广场青松路178号,,东南
凯旋会展新城(新房),高坪江东新区江东大道九段（会展中心正对面）,,南
河东福园,高坪金融广场河东街,,东
金水岸A区,高坪王府井江安街26号,,南北
明信水印长滩(新房),高坪天来江东中路九段111号,,东北
恒河嘉陵江东岸,高坪金融广场江东中路四段,,东南
鸿升凯旋天地(新房),高坪天来物流大道林海北路交汇处,,南
上河湾一期,高坪金融广场钻石街109号,,南北
马家大院,高坪安汉广场梨树街18号,,南北
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,东南
春风湖畔居,高坪金融广场蟠桃路168号,,南北
紫御荣庭一期,高坪安汉广场青松路178号,,南
御景江山(高坪),高坪安汉广场阳春路230号,,南北
江山丽景(三区),高坪安汉广场望鹤路一段117号,,东
上上城,高坪安汉广场阳春路126号,,南北
和平小区,高坪和平桥临溪西街11号,,南
财政小区,高坪和平桥永荣街46附8号,,南北
科华云映天璞(新房),高坪天来青松街道永安路四段139号,,南
阳光临江邸(新房),高坪江东新区物流大道与金河路交叉口西侧,,南
泽科星城凌云御府,高坪安汉广场临青街,,东南
金水岸A区,高坪王府井江安街26号,,南北
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
泽科凌云御府,高坪安汉广场高坪区南充市高坪区青莲街道临青街,,南
鸿通桃李清华一期,高坪江东新区物源大道新南高旁,,南
京华嘉苑,高坪都京高都路,,南北
天来豪庭,高坪天来江东中路七段87号,,南北
天来豪庭,高坪天来江东中路七段87号,,东南
海伦堡半山樾,高坪安汉广场永安路一段,,东南
河东新园,高坪和平桥高都路,,南北
蓝润·春风屿楠·天骄,高坪天来南充市顺庆区荆溪片区荆溪南高旁,,南
阳光凤栖澜湾,高坪金融广场高都路,,东南
星光花园,高坪和平桥永荣街48号附13号,,南北
荣欣小区,高坪东方国际青松路18号,,南北
碧桂园玖玺台,高坪天来永安路二段东侧,,南
中南春江阅,高坪天来江东中路七段,,东南
农牧业局大院,高坪安汉广场鹤鸣西路31号,,南北
蝶院(高坪),高坪天来江东中路七段309号,,东南
民欣街83号院,高坪鹤鸣花园民欣街83号,,东
御景江山(高坪),高坪安汉广场阳春路230号,,南北
白塔人家,高坪安汉广场民福街9号,,南北
阳光中心城(一期),高坪江东新区物流大道,,西南
阳光云景台,高坪江东新区江东大道八段,,南
明信水印长滩(新房),高坪天来江东中路九段111号,,西北
天禾嘉泰,高坪天来望鹤路四段17号,,南北
泰合鹭岛江岸,高坪天来望江路,,南北
慢城八岛,高坪天来临江南路二段51号,,南北
碧桂园玖玺台,高坪天来永安路二段东侧,,南
星光花园,高坪和平桥永荣街48号附13号,,南北
御璟湾,高坪天来望鹤路6段30号,,南北
华佳小区,高坪和平桥鹤鸣路289号,,东南
御景江山(高坪),高坪安汉广场阳春路230号,,南北
香颂湾二区,高坪天来江东中路,,南北
天来豪庭,高坪天来江东中路七段87号,,北
上上城,高坪安汉广场阳春路126号,,南
江山丽景(三区),高坪安汉广场望鹤路一段117号,,南
香颂湾二区,高坪天来江东中路,,东南
阳光江山公园城,高坪天来江东中路七段,,南
碧桂园玖玺台,高坪天来永安路二段东侧,,南
京华嘉苑,高坪都京高都路,,南北
紫御荣庭二区,高坪金融广场通元路318号,,南北
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
万科金润华府(三期),高坪金融广场东湖路211号,,南北
河东街281号院,高坪和平桥河东街281号,,南北
大地景秀,"高坪安汉广场鹤鸣路1号,鹤鸣路49号",,南北
凤凰山家园,高坪金融广场鹤鸣大道2号,,南北
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
翰林尚城,高坪安汉广场建设路186号,,东南
江春福郡(二区),高坪安汉广场望鹤路二段308号,,南北
江山丽景(一区),高坪王府井望鹤路34号,,东南
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,南北
洞天山水,高坪王府井鹤鸣路44号,,东南
江山丽景(一区),高坪王府井望鹤路34号,,东南
鸿升凯旋门,高坪安汉广场安汉路,,南北
碧桂园玖玺台,高坪天来永安路二段东侧,,南
申达小区,高坪和平桥白塔路267号附3号,,南北
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
蓝润春风屿湖(新房),高坪金融广场于陛路四段（希望城旁）,,南
清溪河畔,高坪安汉广场建设路181号,,南北
阳光江山金岸,高坪天来江东中路7段429号,,南北
河东嘉园,高坪金融广场圆通巷,,东南
海伦堡半山樾,高坪安汉广场永安路一段,,南
江宇名都,高坪天来江东大道七段501号,,南
青松蓝天,高坪江东新区青松路50号,,南北
阳光江山金岸,高坪天来江东中路7段429号,,东
碧桂园玖玺台,高坪天来永安路二段东侧,,南
开新大院,高坪安汉广场鹤鸣路399号,,南北
时代锦城(新房),高坪江东新区小龙街道民德路80号,,南
万科金润华府(一期),高坪金融广场高都路三段1号,,南
凤凰山家园,高坪金融广场鹤鸣大道2号,,南
蓝润·春风屿楠·天骄,高坪天来南充市顺庆区荆溪片区荆溪南高旁,,南
鸿升凯旋天地(新房),高坪天来物流大道林海北路交汇处,,南
阳光临江邸(新房),高坪江东新区物流大道与金河路交叉口西侧,,南
蝶院(高坪),高坪天来江东中路七段309号,,西南
江山丽景(三区),高坪安汉广场望鹤路一段117号,,东北
碧桂园玖玺台,高坪天来永安路二段东侧,,南
东都美景园,高坪金融广场河东街151号,,南北
鸿安小区,高坪金融广场河东街281号,,南北
江山丽景(一区),高坪王府井望鹤路34号,,南北
民生花园,高坪和平桥民生街109号,,东南
中南春江阅,高坪天来江东中路七段,,南北
国税阳光园,高坪和平桥曙光街16号,,南
翰林尚城,高坪安汉广场建设路186号,,南北
吉顺街6号院,高坪王府井吉顺街6号,,南北
阳光临江邸(新房),高坪江东新区物流大道与金河路交叉口西侧,,南
恒河嘉陵江东岸,高坪金融广场江东中路四段,,东南
蓝润·春风屿楠·天骄,高坪天来南充市顺庆区荆溪片区荆溪南高旁,,南
江山丽景(三区),高坪安汉广场望鹤路一段117号,,南北
蝶院(高坪),高坪天来江东中路七段309号,,南北
大地景秀,"高坪安汉广场鹤鸣路1号,鹤鸣路49号",,南北
东岸十九座,高坪安汉广场东顺路16号,,南北
水韵清溪,高坪高坪周边建设路19号,,南北
泽科星城凌云御府,高坪安汉广场临青街,,南北
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
国税阳光园,高坪和平桥曙光街16号,,南
鸿安小区,高坪金融广场河东街281号,,东南
喜来大院,高坪和平桥河东街5号,,南北
时代锦城(新房),高坪江东新区小龙街道民德路80号,,南
馨河怡景,高坪江东新区永丰路二段,,南北
香颂湾二区,高坪天来江东中路,,南北
竹韵箐华,高坪安汉广场河东街4号,,南
万科金润华府(二期),高坪金融广场高都路,,南
华佳小区,高坪和平桥鹤鸣路289号,,南北
蝶院(高坪),高坪天来江东中路七段309号,,南北
星光花园,高坪和平桥永荣街48号附13号,,东南
蓝润·春风屿楠·天骄,高坪天来南充市顺庆区荆溪片区荆溪南高旁,,南
凯旋会展新城(新房),高坪江东新区江东大道九段（会展中心正对面）,,南
普乐新村,高坪和平桥石板街87号,,东南
电业局家属区(高坪),高坪和平桥鹤鸣路601号,,南北
明信水印长滩(新房),高坪天来江东中路九段111号,,东北
恒河嘉陵江东岸,高坪金融广场江东中路四段,,南北
东篱庭院,高坪王府井沁园路103号,,南
海伦堡半山樾(新房),高坪天来高坪区永安路一段西侧,,南
河东街281号院,高坪和平桥河东街281号,,南北
海伦堡半山樾(新房),高坪天来高坪区永安路一段西侧,,南
康乐小区,高坪安汉广场祥和街13号,,南
海伦堡半山樾(新房),高坪天来高坪区永安路一段西侧,,南
滨江景城,高坪天来江东大道7段501号,,南
翰林尚城,高坪安汉广场建设路186号,,南北
优品道曦岸峰景(新房),高坪天来阳春路与望鹤路交汇处,,南
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
东岸十九座,高坪安汉广场东顺路16号,,南北
喜来大院,高坪和平桥河东街5号,,南北
科华云映天璞(新房),高坪天来青松街道永安路四段139号,,南
碧水云天(一区),高坪东方国际青松路118号,,南北
河东街53号小区,高坪鹤鸣花园河东街53号,,南北
友合东方逸景A区,高坪安汉广场沁园路71号,,南北
科华云映天璞(新房),高坪天来青松街道永安路四段139号,,南
河东街281号院,高坪和平桥河东街281号,,南北
华佳小区,高坪和平桥鹤鸣路289号,,南北
泰信东院,高坪和平桥临溪西街69号,,东南
凯旋会展新城(新房),高坪江东新区江东大道九段（会展中心正对面）,,南
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
江山丽景(一区),高坪王府井望鹤路34号,,南
海伦堡半山樾,高坪安汉广场永安路一段,,南北
东都美景园,高坪金融广场河东街151号,,东南
碧桂园玖玺台,高坪天来永安路二段东侧,,南
上上城,高坪安汉广场阳春路126号,,南北
丽景福园,高坪安汉广场建设路,,南北
鸿通桃李清华二期,高坪天来物流大道二段,,东南
江山丽景(二区),高坪江东新区望鹤路,,南北
阳光云景台,高坪江东新区江东大道八段,,南
清溪西路2号院,高坪鹤鸣花园清溪西路2号,,南北
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
阳春家园,高坪东方国际阳春路247号,,东南
鹤鸣东路58号小区,高坪鹤鸣花园鹤鸣东路58号,,南北
阳光云景台,高坪江东新区江东大道八段,,南
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
蓝润·春风屿楠·天骄,高坪天来南充市顺庆区荆溪片区荆溪南高旁,,南
竹韵箐华,高坪安汉广场河东街4号,,南北
优品道曦岸峰景(新房),高坪天来阳春路与望鹤路交汇处,,南
鸿通桃李清华二期,高坪天来物流大道二段,,东南
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
天来豪庭,高坪天来江东中路七段87号,,南
电业局家属区(高坪),高坪和平桥鹤鸣路601号,,南
东辰瑞景,高坪金融广场仙鹤巷11号,,南
大地景秀,"高坪安汉广场鹤鸣路1号,鹤鸣路49号",,东南
民生街41号院,高坪鹤鸣花园民生街41号,,南北
江山丽景(三区),高坪安汉广场望鹤路一段117号,,南北
东方国际社区,高坪东方国际松林路38号,,南
泽科凌云御府,高坪安汉广场高坪区南充市高坪区青莲街道临青街,,南
鸿安小区,高坪金融广场河东街281号,,南北
信智城,高坪江东新区物流大道螺溪河畔,,南
阳光江山金岸(别墅),高坪天来江东中路七段429号,,东
华佳小区,高坪和平桥鹤鸣路289号,,东南
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
优品道曦岸峰景(新房),高坪天来阳春路与望鹤路交汇处,,南
老政府大院小区(二区),高坪和平桥永荣街46附4号,,南北
喜来大院,高坪和平桥河东街5号,,南北
河东街53号小区,高坪鹤鸣花园河东街53号,,东北
水映兰庭,高坪东方国际望鹤路二段168号,,南北
凯旋会展新城(新房),高坪江东新区江东大道九段（会展中心正对面）,,南
鸿升凯旋天地(新房),高坪天来物流大道林海北路交汇处,,南
鸿通桃李清华二期,高坪天来物流大道二段,,东南
明信水印长滩(新房),高坪天来江东中路九段111号,,东北
和平小区,高坪和平桥临溪西街11号,,南北
永荣街101号附1号小区,高坪鹤鸣花园永荣街101号附1号,,南北
河东街53号小区,高坪鹤鸣花园河东街53号,,南北
星光花园,高坪和平桥永荣街48号附13号,,南
科华云映天璞(新房),高坪天来青松街道永安路四段139号,,南
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
申达小区,高坪和平桥白塔路267号附3号,,南北
凯旋会展新城(新房),高坪江东新区江东大道九段（会展中心正对面）,,南
滨江景城,高坪天来江东大道7段501号,,南北
鸿升凯旋天地(新房),高坪天来物流大道林海北路交汇处,,南
明信水印长滩(新房),高坪天来江东中路九段111号,,东北
江山丽景(三区),高坪安汉广场望鹤路一段117号,,东南
万科金润华府(三期),高坪金融广场东湖路211号,,南
阳光云景台,高坪江东新区江东大道八段,,南
碧桂园玖玺台,高坪天来永安路二段东侧,,南
碧桂园玖玺台,高坪天来永安路二段东侧,,南
碧桂园玖玺台,高坪天来永安路二段东侧,,南
景秀东方一期,高坪王府井青松路2号,,南北
慢城八岛,高坪天来临江南路二段51号,,南北
阳光璀璨江山,高坪江东新区南充市江东中路七段东侧（原盐厂地块）,,南
明信水印长滩(新房),高坪天来江东中路九段111号,,东北
信智城,高坪江东新区物流大道螺溪河畔,,南
碧桂园玖玺台,高坪天来永安路二段东侧,,南
阳光临江邸(新房),高坪江东新区物流大道与金河路交叉口西侧,,南
河东嘉园,高坪金融广场圆通巷,,南北
江山丽景(四区),高坪东方国际望鹤路一段,,南北
凤凰山家园,高坪金融广场鹤鸣大道2号,,南北
锦通紫薇花园,高坪江东新区江东中路2号,,南北
慢城八岛,高坪天来临江南路二段51号,,南北
江东帝景A区,高坪天来江东中路七段,,南北
东南明珠,高坪和平桥桂清路,,南北
鸿通桃李清华二期,高坪天来物流大道二段,,东南
天来豪庭,高坪天来江东中路七段87号,,南北
新东豪园,高坪东方国际青松路368号,,南北
美轮钻石广场,高坪金融广场高都路二段88号,,南北
上河湾一期,高坪金融广场钻石街109号,,南北
蓝润·春风屿楠·天骄,高坪天来南充市顺庆区荆溪片区荆溪南高旁,,南
滨江景城,高坪天来江东大道7段501号,,南北
蓝润·春风屿楠·天骄,高坪天来南充市顺庆区荆溪片区荆溪南高旁,,南
泰信东院,高坪和平桥临溪西街69号,,南北
新东豪园,高坪东方国际青松路368号,,南北
河东嘉园,高坪金融广场圆通巷,,南北
科华云映天璞(新房),高坪天来青松街道永安路四段139号,,南
梨树街23号院,高坪王府井梨树街23号,,南北
万福小区,高坪安汉广场白塔路247号,,南北
河东街281号院,高坪和平桥河东街281号,,南北
大地景秀,"高坪安汉广场鹤鸣路1号,鹤鸣路49号",,南北
高坪石油小区,高坪东方国际建设路152号,,南北
川北医学院职工小区,高坪安汉广场东顺路一段98号,,南北
阳光临江邸(新房),高坪江东新区物流大道与金河路交叉口西侧,,南
鸿运世家(2区),高坪安汉广场永荣街,,南北
东篱庭院,高坪王府井沁园路103号,,南北
江宇名都,高坪天来江东大道七段501号,,东西
春风紫金港,高坪金融广场高都路,,南北
天誉珑城,高坪天来江东中路七段342号,,南
丰荣翡翠澜庭,高坪东方国际江村街49号,,南
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,东南
阳光中心城(一期),高坪江东新区物流大道,,南北
天誉珑城,高坪天来江东中路七段342号,,南
蝶院(高坪),高坪天来江东中路七段309号,,北
江东帝景B区,高坪天来江东中路七段,,南北
阳光中心城(一期),高坪江东新区物流大道,,南
上河湾一期,高坪金融广场钻石街109号,,东北
中南漫悦湾一期,高坪金融广场龙湖街89号,,南北
中南漫悦湾一期,高坪金融广场龙湖街89号,,东南
阳光中心城(一期),高坪江东新区物流大道,,南北
鸿升凯旋天地,高坪江东新区物流大道,,南
友豪国际公寓,高坪安汉广场安汉大道,,南
阳光江山公园城,高坪天来江东中路七段,,东北
星光花园,高坪和平桥永荣街48号附13号,,南北
阳光中心城(一期),高坪江东新区物流大道,,南北
万科金润华府(二期),高坪金融广场高都路,,西
华诺国际(三区),高坪王府井马官街70号,,南
天禾嘉泰,高坪天来望鹤路四段17号,,南
友豪国际公寓,高坪安汉广场安汉大道,,东
慢城八岛,高坪天来临江南路二段51号,,南
雍景上河城,高坪金融广场鹤鸣路,,东
星光花园,高坪和平桥永荣街48号附13号,,南北
阳光中心城(一期),高坪江东新区物流大道,,南北
友豪国际公寓,高坪安汉广场安汉大道,,东
万科金润华府(一期),高坪金融广场高都路三段1号,,西
东航首座,高坪高坪周边318国道,,南
春风紫金港,高坪金融广场高都路,,南北
滨江阳光,高坪天来江东中路七段159号,,北
阳光中心城(一期),高坪江东新区物流大道,,南
国税阳光园,高坪和平桥曙光街16号,,南
中南漫悦湾一期,高坪金融广场龙湖街89号,,西南
阳光江山金岸,高坪天来江东中路7段429号,,东
泽科星城凌云御府,高坪安汉广场临青街,,南
泰合鹭岛江岸,高坪天来望江路,,南
景秀东方一期,高坪王府井青松路2号,,南北
中南漫悦湾二期,高坪金融广场龙湖街74号,,东南
友豪国际公寓,高坪安汉广场安汉大道,,南
万科金润华府(三期),高坪金融广场东湖路211号,,东
华诺国际(四区),高坪王府井江安街70号,,南北
鸿升凯旋天地,高坪江东新区物流大道,,南
美岸栖庭,高坪江东新区英才路86号,,南
阳春山水人家,高坪安汉广场阳春路94号,,南北
翠薇小区,高坪江东新区江村街,,南
慢城八岛(别墅),高坪天来临江南路二段51号,,南
中南漫悦湾二期,高坪金融广场龙湖街74号,,南北
川北医学院职工小区,高坪安汉广场东顺路一段98号,,东
翰林尚城,高坪安汉广场建设路186号,,南
水韵清溪,高坪高坪周边建设路19号,,西
碧水云天(一区),高坪东方国际青松路118号,,南
川北医学院职工小区,高坪安汉广场东顺路一段98号,,南北
万科金润华府(三期),高坪金融广场东湖路211号,,南
环塔路47号小区,高坪鹤鸣花园环塔路47号,,西
中南漫悦湾二期,高坪金融广场龙湖街74号,,东
中南漫悦湾二期,高坪金融广场龙湖街74号,,南
鸿安小区,高坪金融广场河东街281号,,南北
松涛苑商住小区,高坪安汉广场沁园路10号,,南
鹤鸣路590附1号院,高坪金融广场鹤鸣路590附1号,,北
高坪社区,高坪安汉广场永荣街46号,,南
东顺商住楼小区,高坪安汉广场东顺路60号,,南
仙鹤巷7号院,高坪王府井仙鹤巷7号,,南
农牧业局大院,高坪安汉广场鹤鸣西路31号,,南
政法大院,高坪和平桥永荣街46号,,东南
天禾嘉泰,高坪天来望鹤路四段17号,,西南
香颂湾二区,高坪天来江东中路,,东
雍景上河湾(三期),高坪金融广场东湖路59号,,东
春风紫金港,高坪金融广场高都路,,南北
雍景上河湾(三期),高坪金融广场东湖路59号,,南
上河湾一期,高坪金融广场钻石街109号,,西北
江东华府,高坪天来育才路51号,,南
雍景上河湾(三期),高坪金融广场东湖路59号,,南
中南漫悦湾二期,高坪金融广场龙湖街74号,,西
阳光江山金岸,高坪天来江东中路7段429号,,南
中南漫悦湾一期,高坪金融广场龙湖街89号,,东
雍景上河湾(三期),高坪金融广场东湖路59号,,西北
中南漫悦湾一期,高坪金融广场龙湖街89号,,南
雍景上河湾(三期),高坪金融广场东湖路59号,,东南
万科金润华府(三期),高坪金融广场东湖路211号,,南
王府井绿洲郡,高坪东方国际永丰路三段,,南
阳光凤栖澜湾,高坪金融广场高都路,,南
禾瑞源,高坪金融广场江东中路三段,,东南
中南漫悦湾一期,高坪金融广场龙湖街89号,,东
天来豪庭,高坪天来江东中路七段87号,,东
雍景上河湾(三期),高坪金融广场东湖路59号,,北
雍景上河湾(三期),高坪金融广场东湖路59号,,北
泽科星城凌云御府,高坪安汉广场临青街,,南
阳光江山公园城,高坪天来江东中路七段,,南
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,东
华诺国际(一区),高坪江东新区江安街78号,,西北
逸合山语城(别墅),高坪天来鹤路188号,,东
碧水云天(一区),高坪东方国际青松路118号,,南
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,东
阳光江山金岸,高坪天来江东中路7段429号,,南
春风紫金港,高坪金融广场高都路,,东南
雍景上河湾(三期),高坪金融广场东湖路59号,,东
中南漫悦湾二期,高坪金融广场龙湖街74号,,南
天来豪庭,高坪天来江东中路七段87号,,东
阳光江山金岸,高坪天来江东中路7段429号,,南
慢城八岛,高坪天来临江南路二段51号,,南
水映兰庭,高坪东方国际望鹤路二段168号,,西北
慢城八岛,高坪天来临江南路二段51号,,南北
慢城八岛,高坪天来临江南路二段51号,,南
慢城八岛,高坪天来临江南路二段51号,,南
慢城八岛(别墅),高坪天来临江南路二段51号,,东南
阳光凤栖澜湾,高坪金融广场高都路,,南北
阳光江山公园城,高坪天来江东中路七段,,东
慢城八岛,高坪天来临江南路二段51号,,东南
信智城(高坪),高坪江东新区物流大道,,南北
凯旋会展新城,高坪江东新区江东中路九段9号,,南北
优品道曦岸峰景,高坪东方国际阳春路320号,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
鸿升凯旋天地(别墅),高坪高坪周边物流大道,,南北
信智城(高坪),高坪江东新区物流大道,,南北
阳光凤栖澜湾,高坪金融广场高都路,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
鸿通桃李清华,高坪江东新区中源大道,,南北
海伦堡嘉悦湾,高坪江东新区江东北路,,南
慢城八岛,高坪天来临江南路二段51号,,南
时代锦城,高坪江东新区江东北路,,南北
鸿通桃李清华,高坪江东新区中源大道,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
鸿通桃李清华,高坪江东新区中源大道,,南北
凯旋会展新城,高坪江东新区江东中路九段9号,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,南
鸿通桃李清华,高坪江东新区中源大道,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
鸿升凯旋天地(别墅),高坪高坪周边物流大道,,南北
阳光凤栖澜湾,高坪金融广场高都路,,南北
阳光凤栖澜湾,高坪金融广场高都路,,东南
优品道曦岸峰景,高坪东方国际阳春路320号,,南北
优品道曦岸峰景,高坪东方国际阳春路320号,,南北
禾瑞源,高坪金融广场江东中路三段,,南北
阳光临江邸,高坪江东新区金河路三段69号,,东
信智城(高坪),高坪江东新区物流大道,,南北
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,南
丽景福园,高坪安汉广场建设路,,东
凯旋会展新城,高坪江东新区江东中路九段9号,,南北
凯旋会展新城,高坪江东新区江东中路九段9号,,南北
鸿升凯旋天地(别墅),高坪高坪周边物流大道,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
阳光凤栖澜湾,高坪金融广场高都路,,南北
鸿通桃李清华,高坪江东新区中源大道,,南北
禾瑞源,高坪金融广场江东中路三段,,南北
滨江阳光,高坪天来江东中路七段159号,,南北
江山丽景(一区),高坪王府井望鹤路34号,,南北
江宇名都,高坪天来江东大道七段501号,,南北
凯旋会展新城,高坪江东新区江东中路九段9号,,南北
凯旋会展新城,高坪江东新区江东中路九段9号,,南北
海伦堡半山樾,高坪安汉广场永安路一段,,南北
阳光凤栖澜湾,高坪金融广场高都路,,南北
阳光江山公园城,高坪天来江东中路七段,,南北
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,南北
信智城(高坪),高坪江东新区物流大道,,西南
明信水印长滩,高坪高坪周边江东北路,,南北
翰林尚城,高坪安汉广场建设路186号,,南北
禾瑞源,高坪金融广场江东中路三段,,南
阳光临江邸,高坪江东新区金河路三段69号,,南北
石板街64号院,高坪鹤鸣花园石板街64号,,南北
信智城(高坪),高坪江东新区物流大道,,南北
明信水印长滩,高坪高坪周边江东北路,,南北
信智城(高坪),高坪江东新区物流大道,,南北
凯旋会展新城,高坪江东新区江东中路九段9号,,南
明信水印长滩,高坪高坪周边江东北路,,南北
优品道曦岸峰景,高坪东方国际阳春路320号,,南北
凯旋会展新城,高坪江东新区江东中路九段9号,,南
阳光凤栖澜湾,高坪金融广场高都路,,东南
阳光凤栖澜湾,高坪金融广场高都路,,南北
信智城(高坪),高坪江东新区物流大道,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
中南春江阅,高坪天来江东中路七段,,南
紫御荣庭一期,高坪安汉广场青松路178号,,东南
科华云映天璞,高坪天来永安路四段139号,,南
福乐小区(高坪),高坪安汉广场白塔路273号,,南北
优品道曦岸峰景,高坪东方国际阳春路320号,,东南
时代锦城,高坪江东新区江东北路,,南北
泽科星城凌云御府,高坪安汉广场临青街,,南北
阳光凤栖澜湾,高坪金融广场高都路,,南北
阳光凤栖澜湾,高坪金融广场高都路,,东南
鸿安小区,高坪金融广场河东街281号,,南北
中南原山,高坪江东新区江东中路七段,,南
优品道曦岸峰景,高坪东方国际阳春路320号,,南北
新东豪园,高坪东方国际青松路368号,,南北
碧水云天(二区),高坪东方国际通元路228号,,南北
雍景上河城,高坪金融广场鹤鸣路,,南北
凯旋会展新城,高坪江东新区江东中路九段9号,,南北
江山丽景(一区),高坪王府井望鹤路34号,,东
时代锦城,高坪江东新区江东北路,,东南
上河湾二期,高坪金融广场钻石街88号,,南北
光瑞江都华宸西苑,高坪天来江东中路七段266号,,南
滨江阳光,高坪天来江东中路七段159号,,北
江宇名都,高坪天来江东大道七段501号,,南北
春风紫金港,高坪金融广场高都路,,西南
信智城(高坪),高坪江东新区物流大道,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
信智城(高坪),高坪江东新区物流大道,,南北
阳光望江榭,高坪天来江东中路七段,,南北
阳光临江邸,高坪江东新区金河路三段69号,,东南
鸿升凯旋天地,高坪江东新区物流大道,,南北
阳光江山公园城,高坪天来江东中路七段,,东南
阳光江山金岸,高坪天来江东中路7段429号,,东北
鸿通雍河湾,高坪江东新区江东大道,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
阳光临江邸,高坪江东新区金河路三段69号,,东
中南漫悦湾一期,高坪金融广场龙湖街89号,,东
阳光凤栖澜湾,高坪金融广场高都路,,南北
信智城(高坪),高坪江东新区物流大道,,南北
阳光凤栖澜湾,高坪金融广场高都路,,南
江宇名都,高坪天来江东大道七段501号,,南北
蝶院(高坪),高坪天来江东中路七段309号,,南北
江宇名都,高坪天来江东大道七段501号,,南北
雍景上河城,高坪金融广场鹤鸣路,,南北
阳光凤栖澜湾,高坪金融广场高都路,,南
阳光临江邸,高坪江东新区金河路三段69号,,东南
河东嘉园,高坪金融广场圆通巷,,东南
阳光凤栖澜湾,高坪金融广场高都路,,南
御景江山(高坪),高坪安汉广场阳春路230号,,南
信智城(高坪),高坪江东新区物流大道,,东南
海伦堡半山樾,高坪安汉广场永安路一段,,南北
阳光临江邸,高坪江东新区金河路三段69号,,南北
春风湖畔居,高坪金融广场蟠桃路168号,,南北
泽科星城凌云御府,高坪安汉广场临青街,,南
时代锦城,高坪江东新区江东北路,,南北
馨河怡景,高坪江东新区永丰路二段,,南
中南漫悦湾二期,高坪金融广场龙湖街74号,,南北
信智城(高坪),高坪江东新区物流大道,,南
阳光凤栖澜湾,高坪金融广场高都路,,南
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,南北
新东豪园,高坪东方国际青松路368号,,南北
阳光临江邸,高坪江东新区金河路三段69号,,东南
逸合山语城,"高坪天来鹤路188号,永安路四段28号",,东
华诺国际(三区),高坪王府井马官街70号,,南
慢城八岛,高坪天来临江南路二段51号,,南北
阳光凤栖澜湾,高坪金融广场高都路,,东南
中南漫悦湾二期,高坪金融广场龙湖街74号,,南
江东首席,高坪天来江东中路,,南北
慢城八岛(别墅),高坪天来临江南路二段51号,,南北
天誉珑城,高坪天来江东中路七段342号,,南
春风紫金港,高坪金融广场高都路,,东南
东岸十九座,高坪安汉广场东顺路16号,,东南
时代锦城,高坪江东新区江东北路,,南北
禾瑞源,高坪金融广场江东中路三段,,东南
阳光凤栖澜湾,高坪金融广场高都路,,南北
逸合山语城(别墅),高坪天来鹤路188号,,东
江东帝景B区,高坪天来江东中路七段,,南北
万科金润华府(三期),高坪金融广场东湖路211号,,西
华诺国际(一区),高坪江东新区江安街78号,,南北
